,Fiyat,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Durumu,Tapu Durumu,Eşya Durumu,Site İçerisinde,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Banyo Sayısı,Balkon Sayısı,WC Sayısı,Sehir,Ilce,Mahalle
26584,4500000,4,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,118,0 (Yeni),5,Boş,,2,,,İstanbul,Kartal,Karlıktepe Mahallesi
26585,4650000,3,8,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,117,0 (Yeni),17,Boş,,1,,,İstanbul,Kartal,Petroliş Mahallesi
26586,7850000,5,14,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,160,4,15,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26587,6075000,4,11,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,140,4,15,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26588,4400000,3,11,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Evet,120,4,15,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26589,4385000,3,8,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,120,4,15,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26590,4330000,4,4,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,120,0 (Yeni),6,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26591,4850000,4,5,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,100,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,,İstanbul,Kartal,Kordonboyu Mahallesi
26592,2200000,3,2,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Evet,120,21 Ve Üzeri,12,Kiracı Oturuyor,,1,2.0,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26593,2100000,4,5,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,,,Hayır,135,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,,İstanbul,Kartal,Yalı Mahallesi
26595,5500000,4,7,Yerden Isıtma,Krediye Uygun,,,Boş,Evet,120,0 (Yeni),12,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26596,3750000,3,9,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Evet,92,0 (Yeni),11,Boş,,1,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26597,4000000,4,10,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,125,0 (Yeni),11,Boş,,2,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26598,3750000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,5-10,6,Boş,,2,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26599,3750000,1,26,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,42,4,30,Boş,,1,,,İstanbul,Kartal,Kordonboyu Mahallesi
26600,7000000,7,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,230,5-10,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,3,2.0,2.0,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26601,2750000,4,5,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Boş,Hayır,150,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,2.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26602,3675000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,105,5-10,7,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Petroliş Mahallesi
26603,5100000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,152,11-15,15,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26604,2870000,4,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,Boş,Hayır,135,21 Ve Üzeri,9,Mülk Sahibi Oturuyor,,2,,1.0,İstanbul,Kartal,Uğur Mumcu Mahallesi
26605,3800000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,95,4,7,Kiracı Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Petroliş Mahallesi
26606,4060000,3,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,95,4,7,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Petroliş Mahallesi
26607,3800000,4,5,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,Boş,Hayır,150,5-10,5,Boş,Yatırıma Uygun,2,2.0,2.0,İstanbul,Kartal,Karlıktepe Mahallesi
26608,3200000,3,8,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat İrtifakı,,Evet,112,5-10,14,Boş,Yatırıma Uygun,2,,1.0,İstanbul,Kartal,Yakacık Yeni Mahallesi
26609,3100000,4,6,Kombi Doğalgaz,Krediye Uygun,,,,Evet,185,21 Ve Üzeri,11,Mülk Sahibi Oturuyor,,1,2.0,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26610,5500000,4,1,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Evet,160,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Kordonboyu Mahallesi
26611,7300000,5,9,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,175,1,9,Boş,,2,,,İstanbul,Kartal,Petroliş Mahallesi
26613,5450000,4,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,160,1,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Yukarı Mahallesi
26614,2500000,4,4,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Hayır,155,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,,İstanbul,Kartal,Esentepe Mahallesi
26615,3200000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,95,4,5,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Esentepe Mahallesi
26616,2270000,3,6,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,21 Ve Üzeri,9,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26617,6250000,3,4,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,127,5-10,15,Boş,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Kordonboyu Mahallesi
26618,1850000,3,3,Kombi Doğalgaz,,İkinci El,Kat Mülkiyeti,,Evet,90,21 Ve Üzeri,5,Boş,Yatırıma Uygun,1,2.0,1.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26619,2900000,4,12,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Evet,145,21 Ve Üzeri,15,Kiracı Oturuyor,Yatırıma Uygun,1,2.0,2.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26620,2598000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Cumhuriyet Mahallesi
26621,4400000,3,4,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,105,5-10,16,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Cumhuriyet Mahallesi
26622,2300000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,73,4,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Esentepe Mahallesi
26623,5000000,4,5,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,145,5-10,9,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Yunus Mahallesi
26624,1670000,3,3,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Boş,Hayır,95,21 Ve Üzeri,4,Kiracı Oturuyor,,1,1.0,2.0,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26626,4250000,3,5,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,80,0 (Yeni),8,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Kordonboyu Mahallesi
26627,6275000,4,0,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,85,1,6,Boş,,2,,,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26628,3300000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,1,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Kartal,Topselvi Mahallesi
26629,6500000,5,12,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,145,0 (Yeni),12,Boş,,3,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26630,3500000,3,10,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,88,0 (Yeni),12,Boş,,1,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26631,5850000,4,7,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,155,21 Ve Üzeri,7,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,3.0,1.0,İstanbul,Kartal,Çavuşoğlu Mahallesi
26632,3950000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Karlıktepe Mahallesi
26633,3000000,4,3,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Boş,Hayır,162,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Orta Mahallesi
26634,4750000,3,8,Merkezi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Eşyalı,Evet,100,5-10,26,Boş,,1,1.0,1.0,İstanbul,Kartal,Yalı Mahallesi
26635,2150000,3,2,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,125,21 Ve Üzeri,3,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26636,4350000,3,18,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,98,5-10,21,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Orta Mahallesi
26637,2625000,2,16,Merkezi (Pay Ölçer),Krediye Uygun,,,Eşyalı,Evet,60,5-10,21,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Orta Mahallesi
26638,5200000,5,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,200,11-15,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,,3.0,İstanbul,Kartal,Yakacık Yeni Mahallesi
26639,4200000,4,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Evet,130,5-10,10,Kiracı Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Yakacık Yeni Mahallesi
26640,6000000,3,2,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,153,0 (Yeni),17,Boş,,2,,,İstanbul,Kartal,Petroliş Mahallesi
26641,5200000,3,2,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,123,0 (Yeni),17,Boş,,1,,,İstanbul,Kartal,Petroliş Mahallesi
26642,3850000,4,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,120,0 (Yeni),5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26643,3250000,4,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,95,0 (Yeni),5,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26644,1910000,3,1,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,85,5-10,6,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26645,1850000,3,2,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Hayır,120,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Cumhuriyet Mahallesi
26646,4850000,4,2,Yerden Isıtma,Krediye Uygun,İkinci El,Kat İrtifakı,,Evet,155,21 Ve Üzeri,12,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,1.0,2.0,İstanbul,Kartal,Petroliş Mahallesi
26647,6200000,4,13,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,139,5-10,16,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26648,6650000,7,6,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,250,4,6,Mülk Sahibi Oturuyor,,2,2.0,,İstanbul,Kartal,Hürriyet Mahallesi
26649,4950000,3,5,Merkezi (Pay Ölçer),Krediye Uygun,,Kat Mülkiyeti,,Hayır,85,4,8,Mülk Sahibi Oturuyor,,2,,,İstanbul,Kartal,Petroliş Mahallesi
26650,3490000,3,4,Merkezi (Pay Ölçer),Krediye Uygun,,,,Evet,97,0 (Yeni),20,Boş,,1,,,İstanbul,Kartal,Gümüşpınar Mahallesi
26651,1900000,2,1,Kombi Doğalgaz,Krediye Uygun,,Hisseli Tapu,,Hayır,80,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,,İstanbul,Kartal,Gümüşpınar Mahallesi
26652,2000000,4,0,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Hisseli Tapu,Boş,Hayır,100,21 Ve Üzeri,6,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Topselvi Mahallesi
26653,1890000,4,2,Merkezi Doğalgaz,,,,,Hayır,125,21 Ve Üzeri,5,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Karlıktepe Mahallesi
26654,2820000,4,12,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,120,21 Ve Üzeri,12,Boş,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26655,3450000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,85,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Atalar Mahallesi
26656,3850000,7,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,270,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Karlıktepe Mahallesi
26657,2600000,2,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,55,0 (Yeni),5,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Atalar Mahallesi
26658,1800000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,80,21 Ve Üzeri,10,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Karlıktepe Mahallesi
26659,2050000,3,5,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,110,21 Ve Üzeri,7,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Karlıktepe Mahallesi
26660,2800000,4,9,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Evet,120,21 Ve Üzeri,9,Kiracı Oturuyor,Yatırıma Uygun,1,2.0,1.0,İstanbul,Kartal,Cumhuriyet Mahallesi
26661,3650000,3,4,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,100,4,6,Boş,,1,,,İstanbul,Kartal,Cevizli Mahallesi
26662,4100000,4,3,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,130,0 (Yeni),6,Boş,,2,1.0,,İstanbul,Kartal,Karlıktepe Mahallesi
26663,2250000,3,2,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,21 Ve Üzeri,9,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26664,6450000,4,4,Yerden Isıtma,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,125,0 (Yeni),10,Boş,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Petroliş Mahallesi
26665,2720000,4,1,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,,Hayır,120,0 (Yeni),4,Boş,,1,,,İstanbul,Kartal,Cevizli Mahallesi
26666,3250000,3,4,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,90,2,5,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Cevizli Mahallesi
26667,5000000,4,5,Kombi Doğalgaz,,İkinci El,,,Hayır,165,21 Ve Üzeri,7,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Kordonboyu Mahallesi
26668,2350000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,16-20,6,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26669,2250000,2,1,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,67,0 (Yeni),4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Orhantepe Mahallesi
26670,3490000,4,0,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,105,5-10,4,Boş,,3,,,İstanbul,Kartal,Petroliş Mahallesi
26671,5800000,5,7,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,220,3,7,Boş,,2,,,İstanbul,Kartal,Karlıktepe Mahallesi
26672,3600000,4,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,,Eşyalı,Hayır,110,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Orhantepe Mahallesi
26673,5200000,3,5,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,80,0 (Yeni),6,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Kordonboyu Mahallesi
26674,4750000,4,4,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,110,1,4,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Karlıktepe Mahallesi
26675,3995000,4,9,Kombi Doğalgaz,Krediye Uygun,,,,Evet,100,5-10,12,Boş,,1,,2.0,İstanbul,Kartal,Yakacık Yeni Mahallesi
26676,3185000,3,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,100,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,2,1.0,2.0,İstanbul,Kartal,Orta Mahallesi
26677,2300000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,5-10,5,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Topselvi Mahallesi
26678,6500000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,115,0 (Yeni),6,Boş,,2,,,İstanbul,Kartal,Orhantepe Mahallesi
26679,5750000,5,10,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Evet,210,4,10,Boş,Yatırıma Uygun,1,1.0,2.0,İstanbul,Kartal,Yakacık Yeni Mahallesi
26680,3490000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,5-10,4,Boş,,3,,,İstanbul,Kartal,Petroliş Mahallesi
26681,2630000,2,4,Kombi Doğalgaz,Krediye Uygun,Sıfır,,Boş,Hayır,71,0 (Yeni),13,Boş,Yatırıma Uygun,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26682,5500000,3,14,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,126,5-10,17,Mülk Sahibi Oturuyor,,2,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26683,2850000,3,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,5-10,9,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26684,4600000,3,6,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,105,5-10,16,Kiracı Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26685,6200000,4,9,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,139,5-10,16,Kiracı Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26686,3850000,4,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,110,0 (Yeni),5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Karlıktepe Mahallesi
26687,2700000,2,4,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,85,5-10,17,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26688,3150000,2,9,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,56,3,23,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Atalar Mahallesi
26689,6340000,4,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,120,0 (Yeni),7,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Atalar Mahallesi
26690,3850000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,95,16-20,5,Boş,,1,,,İstanbul,Kartal,Atalar Mahallesi
26691,4500000,4,4,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,110,0 (Yeni),5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Orhantepe Mahallesi
26692,3100000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,140,21 Ve Üzeri,9,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26693,2800000,4,9,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,135,21 Ve Üzeri,11,Mülk Sahibi Oturuyor,,2,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26694,2890000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,80,11-15,6,Boş,Yatırıma Uygun,1,2.0,1.0,İstanbul,Kartal,Atalar Mahallesi
26695,4650000,3,2,Kombi Doğalgaz,,,,,Hayır,100,0 (Yeni),6,Boş,,1,,,İstanbul,Kartal,Yalı Mahallesi
26696,3650000,3,4,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,87,0 (Yeni),7,Boş,,1,,,İstanbul,Kartal,Orhantepe Mahallesi
26697,7650000,3,9,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,115,5-10,20,Kiracı Oturuyor,Yatırıma Uygun,2,1.0,2.0,İstanbul,Kartal,Kordonboyu Mahallesi
26698,2100000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,0 (Yeni),6,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26699,3400000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,5-10,3,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Hürriyet Mahallesi
26700,4500000,4,4,Kombi Doğalgaz,Krediye Uygun,Sıfır,,,Hayır,95,0 (Yeni),5,Boş,,1,,,İstanbul,Kartal,Orhantepe Mahallesi
26701,6500000,3,7,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,121,4,21,Boş,,2,,,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26702,6500000,4,5,Yerden Isıtma,Krediye Uygun Değil,,,Boş,Hayır,110,0 (Yeni),7,Boş,,2,,,İstanbul,Kartal,Cumhuriyet Mahallesi
26703,6150000,4,2,Merkezi (Pay Ölçer),Krediye Uygun Değil,,,Boş,Evet,146,5-10,16,Boş,,2,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26704,4400000,3,2,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,105,5-10,16,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Cumhuriyet Mahallesi
26705,4500000,4,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,140,21 Ve Üzeri,7,Boş,Yatırıma Uygun,2,2.0,1.0,İstanbul,Kartal,Kordonboyu Mahallesi
26706,3500000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,94,11-15,14,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Karlıktepe Mahallesi
26707,2650000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,75,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Kordonboyu Mahallesi
26708,5950000,4,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,150,11-15,12,Boş,,2,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26709,2850000,3,9,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,90,1,14,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26710,5600000,5,14,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,160,5-10,14,Boş,,2,,,İstanbul,Kartal,Karlıktepe Mahallesi
26711,3900000,2,8,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,80,4,29,Boş,,1,,,İstanbul,Kartal,Topselvi Mahallesi
26712,2715000,4,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,130,21 Ve Üzeri,7,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Cumhuriyet Mahallesi
26713,5000000,4,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,140,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,2,,,İstanbul,Kartal,Kordonboyu Mahallesi
26714,6500000,5,6,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,180,0 (Yeni),6,Boş,,2,,,İstanbul,Kartal,Petroliş Mahallesi
26715,1920000,4,5,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,125,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Orta Mahallesi
26716,5000000,4,0,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,100,0 (Yeni),5,Boş,Yatırıma Uygun,2,,1.0,İstanbul,Kartal,Kordonboyu Mahallesi
26717,2100000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,125,21 Ve Üzeri,10,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26718,5000000,3,12,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,105,5-10,16,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
